measure,location,sex,age,cause,rei,metric,year,val,upper,lower
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2012,0.20826252313269766,0.23061149586174465,0.18534135559628748
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2012,0.25233936214667047,0.27561821886046606,0.22858798991596407
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2012,2704.48466548628,3485.1179686922424,1996.572011284778
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2012,2344.8992198112,2998.085587059187,1749.4816045412801
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2012,2525.5096153659215,3247.29128150524,1896.008920444369
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2013,18880666.249616977,24353568.36641402,13961832.347442614
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2013,16208784.454168234,20704530.52019073,12094596.107179606
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2013,35089450.7037853,45110266.24854688,26412920.96211865
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2013,0.30799474632494206,0.3330801137173709,0.28175037758930255
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2013,0.20808992288180822,0.23036749473022133,0.18532675060404563
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2013,0.2520527290156013,0.2753025410757067,0.22865195694209986
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2013,2714.162345768658,3500.9113222667365,2007.0626287423643
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2013,2352.108004026155,3004.499942228606,1755.0851138528833
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2013,2533.9872340589554,3257.641157274861,1907.4110078615936
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2014,19076857.21881676,24626651.235128853,14085029.882824635
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2014,16370407.633842364,20924445.42350106,12186718.210010357
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2014,35447264.85265913,45512922.860135205,26675371.344095744
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2014,0.3074507851279479,0.33242061363789505,0.2811509210017759
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2014,0.20803600987350648,0.23008794947135222,0.1852719838367458
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2014,0.251830832067874,0.275049285833034,0.22835246457865227
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2014,2725.8995163362524,3518.9117327252807,2012.615374994913
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2014,2362.4750270217637,3019.6853293443783,1758.7110887197366
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2014,2545.087828599159,3267.7947507877516,1915.2722562211447
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2015,19283157.404772054,24923318.863834687,14250635.165506478
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2015,16534882.032898145,21158753.672656592,12338555.825158
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2015,35818039.43767022,46098487.24487945,26910913.184306774
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2015,0.3077490907005966,0.33250863264489694,0.2819733547035373
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2015,0.20834518308962163,0.23044681893845675,0.1856512134103747
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2015,0.2521671592740224,0.27515392120658105,0.2289611255758369
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2015,2743.1719292274533,3545.526661185524,2027.2583757473665
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2015,2377.2903069343492,3042.0839962897335,1773.9666425412818
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2015,2561.201267238498,3296.3139748288463,1924.2891579851068
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2016,19511887.831460293,25196868.855717983,14395565.108786035
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2016,16780860.760007773,21502078.600559507,12530239.670650544
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2016,36292748.59146814,46717952.8611008,27237718.004835542
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2016,0.30871972296560485,0.3334275234021037,0.2832890908089982
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2016,0.20967928107919345,0.2321112701536962,0.18674808910119794
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2016,0.25334633042624605,0.2764411509557941,0.23024800507058577
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2016,2769.463710027244,3576.37428551187,2043.2669303190387
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2016,2409.3477628799615,3087.2066525330656,1799.055802356685
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2016,2590.4399145024777,3334.5517909792807,1944.1258829394876
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2017,19680284.52402744,25379683.799402796,14530960.27443619
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2017,16953950.972691037,21733112.877797876,12664238.28132518
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2017,36634235.49671844,47152313.12672194,27394632.032436892
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2017,0.30945022264117045,0.33481224868621723,0.28337121193525455
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2017,0.21060768982346081,0.23299768089752473,0.18794912320774662
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2017,0.2541967676606855,0.27699351090198787,0.23090310837436387
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2017,2793.6225518096303,3602.654063931166,2062.6743618748988
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2017,2436.823805087205,3123.7418879275606,1820.2551940216874
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2017,2616.3357302601084,3367.5134727161417,1956.4637730794989
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2018,19717150.506369952,25500416.225709494,14554150.510896413
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2018,16915321.905203927,21751567.980077468,12616408.505270947
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2018,36632472.41157392,47360473.59081636,27450700.227271773
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2018,0.30943849375096344,0.3343689687689671,0.2835767404365293
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2018,0.2100272125967278,0.23249210296908712,0.18751781798918232
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2018,0.253902310993523,0.27733979897682426,0.2308045314603033
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2018,2805.765861413757,3628.7290739512446,2071.0669440879983
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2018,2439.879086764108,3137.4629531934434,1819.8005000787664
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2018,2624.0610693126614,3392.5303642515537,1966.3514103677535
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2019,19716495.247510064,25466052.20342896,14501148.274529558
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2019,16787731.413772278,21541683.382336937,12448363.330478197
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2019,36504226.6612824,47256597.86723792,27375185.12699324
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2019,0.3094785102994989,0.3351108682433131,0.2829495988253783
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2019,0.20894046506024685,0.23110155882492917,0.18654805101603464
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2019,0.2533683204296137,0.2762366565538643,0.23006817144398942
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2019,2817.4237116319796,3639.016895188788,2072.1674152362507
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2019,2434.399350939196,3123.7728762492106,1805.1448921270226
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2019,2627.3176290462975,3401.197724783799,1970.2733918984666
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2000,1039610.6766436986,1379377.4792829396,753880.8091430997
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2000,1132990.1452414622,1509575.990317174,809618.4257664583
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2000,2172600.82188516,2900625.4218768673,1565343.169128712
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2000,0.180629661922952,0.20952457598127536,0.15421023080493312
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2000,0.16074587808679727,0.1910226536579216,0.13343400237772057
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2000,0.1696652153874322,0.20038168387713254,0.143471080543943
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2000,972.786072428439,1290.7131781292514,705.4224892852191
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2000,1098.080136929254,1463.062513927975,784.6722370534035
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2000,1034.3324964412946,1380.9306816185906,745.2290782562405
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2001,1064642.4944247229,1407016.988910534,769241.9049175859
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2001,1159153.6170745348,1540772.7245789582,832132.8963323422
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2001,2223796.111499256,2964929.8684184016,1599772.3019632134
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2001,0.1802084582861816,0.20948241439180454,0.15349817811827565
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2001,0.16061363449063898,0.19124999326288206,0.13324598276930552
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2001,0.16941447020167075,0.19976270188010167,0.1426298182407143
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2001,966.1134455484621,1276.8023427771338,698.0511778479818
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2001,1091.6162410547954,1451.0005448367483,783.6491824482154
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2001,1027.701491659635,1370.2078318616627,739.3161506766623
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2002,1093891.610786149,1447632.1496885363,793360.8307860572
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2002,1190657.938800562,1602064.434252299,849911.724277816
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2002,2284549.5495867124,3044241.099949437,1640752.4312365735
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2002,0.18017146263938885,0.20947741674541806,0.15347490836638017
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2002,0.16085577538092313,0.191810929128302,0.1329943738966825
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2002,0.16953997700597015,0.20014861469670267,0.14292680726949464
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2002,959.671883992607,1270.008709017753,696.0160180945388
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2002,1085.3142154721154,1460.321430643526,774.7155973145
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2002,1021.2911459482457,1360.905690170981,733.4863588395843
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2003,1119512.270388916,1473706.575148045,809823.4587463037
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2003,1220279.9907376606,1643811.7636733586,869236.6272749144
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2003,2339792.261126576,3120589.743736986,1675880.623307422
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2003,0.17976590554150593,0.20943759863967945,0.15340431194747536
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2003,0.16104456291585664,0.19319707659751756,0.1328984582544891
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2003,0.1694701562440435,0.2005838695888111,0.14239339104210139
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2003,952.2499808613148,1253.5253923500131,688.8306573221519
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2003,1078.7384887212447,1453.1443858349878,768.4129976439792
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2003,1014.2758973660768,1352.7435812255567,726.4770258984976
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2004,1136169.7467690357,1499825.7481010086,824163.2219877811
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2004,1239983.8036881601,1674852.9065373426,888825.7450193831
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2004,2376153.550457199,3168482.639877898,1707393.4278862101
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2004,0.1795685538282729,0.20970922378695916,0.15262952936589969
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2004,0.16117051381335293,0.1932481096790805,0.13291160181589454
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2004,0.1694526300689861,0.20082070134545102,0.14237614107031688
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2004,945.1354521695046,1247.6467452491281,685.5893511423031
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2004,1071.539627466428,1447.3344362999596,768.0842321228872
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2004,1007.1340659894548,1342.9632119116318,723.6796986204218
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2005,1136264.7939623396,1499507.6218974208,821909.0929412504
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2005,1240537.9820014045,1677610.32443731,886857.6810159448
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2005,2376802.7759637483,3181930.0304218037,1710366.753383773
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2005,0.1789548044192186,0.20905504715638493,0.15168695204166027
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2005,0.16067144403630143,0.19280669297046354,0.1317422544158937
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2005,0.1689012874204901,0.20036074643859403,0.1415487749337361
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2005,937.469377805519,1237.1609899245032,678.1118363136321
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2005,1062.7238422473451,1437.1478468587623,759.7387713798897
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2005,998.9191155842619,1337.296793820486,718.8303808346371
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2006,1113778.5562517093,1466517.0662520265,806025.5775922358
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2006,1212763.770801084,1634989.2225570558,869488.3621784928
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2006,2326542.3270527944,3096108.794608612,1671952.4726475165
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2006,0.17771341247257294,0.20776678051119418,0.15083980002669262
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2006,0.1593015525908348,0.19152418447696637,0.1309606230859289
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2006,0.167594563684108,0.19894472921219866,0.14041848526217893
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2006,928.096728050299,1222.0289959603385,671.6502998636894
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2006,1050.3781289095934,1416.0687857969576,753.0663274764901
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2006,988.0567644010354,1314.883121731038,710.0597015353278
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2007,1072279.9815246407,1415422.5869674832,780770.5792957123
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2007,1162655.4432646572,1568028.9097997644,833935.3261400886
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2007,2234935.4247892993,2983642.507250565,1605174.3210134322
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2007,0.17575555575074528,0.20544157324175782,0.1489790131825894
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2007,0.1572801629687627,0.19027338567670832,0.12907665249411676
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2007,0.16561289953363456,0.19706155891262725,0.13903445058648314
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2007,916.0290276388884,1209.1694318440932,666.9979174136697
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2007,1035.045650357091,1395.9264648219362,742.4049291651888
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2007,974.3106478274299,1300.7063344565383,699.7689576333036
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2008,1019517.089896956,1337917.230789867,739067.5918322246
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2008,1101304.8238721252,1484711.0919498408,788021.3776673154
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2008,2120821.9137690803,2821514.594446449,1528379.9289634677
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2008,0.173711331303795,0.2033128025566691,0.14701137307727016
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2008,0.15515617611538082,0.18810423662008988,0.12720954644607113
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2008,0.16353420235227362,0.19394272804109866,0.13722187823396476
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2008,903.4706667901229,1185.6289458903416,654.9433026798196
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2008,1020.5082318955566,1375.786120680231,730.208644679967
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2008,960.6833573805612,1278.0809628064794,692.3208176872686
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2009,966559.8389242286,1268529.6766698125,706440.0372309897
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2009,1039597.9996522991,1400726.8600017594,748101.8829752648
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2009,2006157.8385765282,2662931.841013151,1448842.7854030048
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2009,0.1721246803676255,0.20160462987389982,0.14602295206114557
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2009,0.15327073077057018,0.18548729833197292,0.12583924458749346
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2009,0.16179019417790072,0.19189276900167784,0.1360119370253193
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2009,894.0410494568108,1173.3547761091056,653.4374457015033
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2009,1009.3458540126644,1359.9659187684238,726.3322305474786
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2009,950.2968110502924,1261.4040569981576,686.3022700440328
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2010,922365.1101875965,1211566.2371984555,672925.3230113499
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2010,986451.8376445911,1329093.02839918,710791.8181892914
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2010,1908816.9478321865,2536927.133236283,1372910.5087560408
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2010,0.1710235832163621,0.20055944634645453,0.14472188463526628
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2010,0.15191316117631337,0.18387196953495705,0.12420270701208402
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2010,0.16056402101869022,0.19060431820023122,0.1349760347848886
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2010,890.1792615077281,1169.288740851939,649.4436535725615
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2010,1004.0096893105352,1352.7495490242475,723.4431984522491
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2010,945.582004387238,1256.7326826987223,680.1068442881246
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2011,886760.4065489474,1161134.3483402068,645449.3620859389
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2011,943358.9734069529,1267481.9883249695,680956.095890287
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2011,1830119.379955901,2430238.872164677,1314239.1011441932
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2011,0.16993659879687467,0.1991041619504119,0.14386440460144403
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2011,0.1508225530048476,0.18255496581693292,0.12347497330467813
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2011,0.15949641827986397,0.18957429605903697,0.13393500293919938
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2011,888.4428071192807,1163.3373031354984,646.6739368040649
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2011,1001.9129339025409,1346.1541506357983,723.2228018442129
YLDs (Years Lived with Disability),World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2011,943.5238298135055,1252.9173304977087,677.5601218058832
